order_id,actual_delivery_date,late_delivery,delay_days,partial_delivery,cancelled,delay_reason
314,2024-02-29,1,1,0,0,none
315,2024-02-18,0,-2,0,0,none
316,2024-02-15,1,3,0,0,weather
317,2024-03-06,1,3,0,0,none
318,2024-03-10,0,0,0,0,none
319,2024-02-20,1,3,0,0,none
320,2024-02-17,0,0,0,0,none
321,2024-03-19,1,2,0,0,none
322,2024-03-06,1,1,0,0,weather
323,2024-02-17,0,-3,0,0,none
324,2024-02-29,0,0,0,0,none
325,2024-02-27,1,1,0,0,none
326,2024-03-02,1,1,0,0,weather
327,2024-02-25,1,1,0,0,none
328,2024-03-17,0,-1,0,0,none
329,2024-03-06,0,-2,0,0,none
330,2024-02-15,0,-2,0,0,none
331,2024-02-24,1,2,0,0,weather
332,2024-03-14,0,0,0,0,none
333,2024-02-18,0,-3,0,0,none
334,2024-03-02,1,1,0,0,none
335,2024-02-22,1,1,0,0,none
336,2024-02-21,0,-1,0,0,none
337,2024-03-04,0,0,0,0,none
338,2024-02-28,0,0,0,0,none
339,2024-03-02,1,4,0,0,none
340,2024-03-06,1,2,0,0,none
341,2024-03-03,1,2,0,0,weather
342,2024-03-07,1,1,0,0,none
343,2024-02-29,1,2,0,0,none
344,2024-03-18,1,1,0,0,none
345,2024-03-05,1,2,0,0,none
346,2024-03-04,0,0,0,0,none
347,2024-03-03,0,0,0,0,none
348,2024-03-09,0,0,0,0,none
349,2024-03-07,0,-1,0,0,none
350,2024-02-19,0,0,0,0,none
351,2024-03-21,1,1,0,0,none
352,2024-03-05,1,1,0,0,none
353,2024-03-16,1,1,0,0,none
354,2024-03-04,0,-1,0,0,none
355,2024-03-11,1,2,0,0,none
356,2024-03-03,1,2,0,0,none
357,2024-03-03,1,1,0,0,none
358,2024-03-02,0,-2,0,0,none
359,2024-03-12,1,2,0,0,none
360,2024-02-25,1,2,0,0,none
361,2024-02-20,0,0,0,0,none
362,2024-02-26,1,3,1,0,none
363,2024-02-25,1,2,0,0,none
364,2024-02-27,1,2,0,0,none
365,2024-02-29,0,0,0,0,none
366,2024-03-11,1,2,0,0,none
367,2024-03-09,0,-1,0,0,none
368,2024-02-24,1,2,0,0,none
369,2024-03-14,1,4,0,0,weather
370,2024-03-05,0,0,0,0,none
371,2024-03-15,1,3,0,0,none
372,2024-03-02,1,2,0,0,weather
373,2024-03-07,0,0,0,0,none
374,2024-03-04,0,0,0,0,none
375,2024-03-03,1,1,0,0,none
376,2024-03-08,0,-1,0,0,none
377,2024-03-05,1,1,0,0,none
378,2024-03-15,1,3,0,0,none
379,2024-02-27,1,1,0,0,none
380,2024-03-19,1,2,0,0,none
381,2024-02-23,1,1,0,0,none
382,2024-03-08,1,2,0,0,none
383,2024-03-11,0,0,0,0,none
384,2024-03-13,1,4,0,0,none
385,2024-03-14,0,-1,0,0,none
386,2024-03-08,0,0,0,0,none
387,2024-03-21,0,-1,0,0,none
388,2024-03-02,0,0,0,0,none
389,2024-03-14,0,-2,0,0,none
390,2024-03-13,1,1,0,0,none
391,2024-03-16,0,0,0,0,none
392,2024-02-29,1,1,0,0,weather
393,2024-03-09,0,0,0,0,none
394,2024-03-08,1,1,0,0,none
395,2024-03-09,0,-2,0,0,none
396,2024-03-15,0,0,0,0,none
397,2024-03-06,0,-2,0,0,none
398,2024-03-18,0,0,0,0,none
399,2024-03-09,1,3,0,0,none
400,2024-03-27,0,-1,0,0,none
401,2024-03-02,1,1,0,0,none
402,2024-03-22,0,0,0,0,none
403,2024-03-18,0,-1,0,0,none
404,2024-03-21,1,1,0,0,none
405,2024-03-07,1,1,0,0,none
406,2024-03-05,0,-1,0,0,none
407,2024-03-20,1,2,0,0,none
408,2024-03-13,0,-1,0,0,none
409,2024-03-12,0,-1,0,0,none
410,2024-03-22,0,0,0,0,none
411,2024-02-28,1,2,0,0,none
412,2024-03-21,0,-2,0,0,none
413,2024-03-17,0,-1,0,0,none
414,2024-03-19,0,-2,0,0,none
415,2024-03-05,0,-3,0,0,none
416,2024-03-08,0,0,0,0,none
417,2024-03-04,0,0,0,0,none
418,2024-03-16,1,3,0,0,none
419,2024-03-26,1,2,0,0,weather
420,2024-03-17,1,2,0,0,none
421,2024-03-24,0,-2,0,0,none
422,2024-03-22,0,-1,0,0,none
423,2024-03-20,1,1,0,0,weather
424,2024-03-27,1,1,0,0,none
425,2024-03-06,1,3,0,0,weather
426,2024-02-29,0,0,0,0,none
427,2024-03-20,1,1,0,0,none
428,2024-03-15,0,-2,0,0,none
429,2024-03-13,1,3,0,0,none
430,2024-03-23,1,2,0,0,weather
431,2024-03-08,0,-1,0,0,none
432,2024-03-19,0,0,0,0,none
433,2024-03-05,0,0,0,0,none
434,2024-03-17,1,2,0,0,none
435,2024-03-08,1,1,0,0,weather
436,2024-03-30,1,2,0,0,weather
437,2024-03-21,1,1,0,0,none
438,2024-03-13,1,1,0,0,none
439,2024-02-29,0,-1,0,0,none
440,2024-02-28,0,-2,0,0,none
441,2024-03-04,0,-2,0,0,none
442,2024-03-18,1,2,0,0,none
443,2024-03-07,1,2,0,0,none
444,2024-03-26,0,-2,0,0,none
445,2024-03-16,0,-1,0,0,none
446,2024-03-23,1,1,0,0,none
447,2024-03-30,1,1,0,0,none
448,2024-03-12,1,1,0,0,none
449,2024-03-14,1,2,0,0,none
450,2024-03-29,1,3,0,0,none
451,2024-03-19,0,-1,0,0,none
452,2024-03-16,1,1,0,0,none
453,2024-03-27,0,0,0,0,none
454,2024-03-24,1,2,0,0,none
455,2024-03-19,1,2,0,0,none
456,2024-03-15,1,2,0,0,none
457,2024-03-09,0,0,0,0,none
458,2024-03-10,0,-1,0,0,none
459,2024-03-04,0,-1,0,0,none
460,2024-03-16,1,1,0,0,none
461,2024-03-15,0,-3,0,0,none
462,2024-03-18,0,0,0,0,none
463,2024-03-06,0,0,0,0,none
464,2024-03-14,0,-2,0,0,none
465,2024-03-10,0,-1,0,0,none
466,2024-03-21,0,0,0,0,none
467,2024-03-20,1,1,0,0,none
468,2024-03-24,1,4,0,0,none
469,2024-03-26,1,2,0,0,none
470,2024-03-27,0,0,0,0,none
471,2024-03-21,1,5,0,0,weather
472,2024-03-24,1,3,0,0,none
473,2024-03-14,0,-1,0,0,none
474,2024-03-24,0,0,0,0,none
475,2024-03-11,0,-3,0,0,none
476,2024-03-27,1,1,0,0,none
477,2024-04-03,1,2,0,0,none
478,2024-03-12,0,-1,0,0,none
479,2024-03-09,1,2,0,0,none
480,2024-03-25,1,1,0,0,none
481,2024-03-17,1,3,0,0,none
482,2024-04-08,0,0,0,0,none
483,2024-04-01,0,-1,0,0,none
484,2024-03-27,1,1,0,0,none
485,2024-04-01,1,1,0,0,none
486,2024-03-22,1,2,0,0,weather
487,2024-04-05,1,2,0,0,none
488,2024-04-02,1,1,0,0,none
489,2024-03-27,0,-1,0,0,none
490,2024-03-30,1,1,0,0,none
491,2024-03-16,1,2,0,0,none
492,2024-03-31,1,3,0,0,none
493,2024-03-30,1,1,0,0,weather
494,2024-03-09,1,1,0,0,none
495,2024-03-09,0,-1,0,0,none
496,2024-03-21,1,1,1,0,none
497,2024-04-04,1,2,0,0,weather
498,2024-03-19,0,-1,0,0,none
499,2024-03-24,0,-2,0,0,none
500,2024-03-22,0,0,0,0,none
501,2024-03-09,1,1,0,0,none
502,2024-03-12,1,3,0,0,none
503,2024-03-25,0,-1,0,0,none
504,2024-03-09,0,-1,0,0,none
505,2024-04-06,0,-3,0,0,none
506,2024-03-11,0,-1,0,0,none
507,2024-04-07,1,1,0,0,none
508,2024-03-30,1,1,0,0,weather
509,2024-03-09,0,0,0,0,none
510,2024-03-23,1,3,0,0,weather
511,2024-03-23,1,1,0,0,weather
512,2024-04-06,1,5,0,0,none
513,2024-03-28,1,2,0,0,none
514,2024-04-04,0,-1,0,0,none
515,2024-04-07,0,-1,0,0,none
516,2024-03-22,1,1,0,0,none
517,2024-04-06,1,1,0,0,weather
518,2024-03-31,1,3,0,0,none
519,2024-04-02,0,0,0,0,none
520,2024-03-20,0,-1,0,0,none
521,2024-03-26,0,-1,0,0,none
522,2024-04-10,1,1,0,0,none
523,2024-03-22,1,1,0,0,none
524,2024-03-10,0,-1,0,0,none
525,2024-04-11,1,1,0,0,none
526,2024-03-28,1,2,0,0,none
527,2024-03-19,0,-1,0,0,none
528,2024-03-27,0,-3,0,0,none
529,2024-03-14,0,-1,0,0,none
530,2024-03-22,1,1,0,0,none
531,2024-03-24,0,0,0,0,none
532,2024-03-18,0,-1,0,0,none
533,2024-03-28,0,0,0,0,none
534,2024-03-13,1,1,0,0,none
535,2024-03-24,1,2,0,0,none
536,2024-03-18,1,1,0,0,weather
537,2024-03-15,0,0,0,0,none
538,2024-03-12,0,-2,0,0,none
539,2024-03-26,0,-1,0,0,none
540,2024-03-27,0,-2,0,0,none
541,2024-03-18,0,0,0,0,none
542,2024-04-14,1,2,0,0,none
543,2024-04-08,0,0,0,0,none
544,2024-03-12,0,-2,0,0,none
545,2024-03-15,1,1,0,0,none
546,2024-03-25,1,1,0,0,weather
547,2024-03-28,1,3,0,0,none
548,2024-03-31,0,0,0,0,none
549,2024-03-19,0,0,0,0,none
550,2024-03-27,0,-2,0,0,none
551,2024-03-24,0,-1,0,0,none
552,2024-04-01,0,-1,0,0,none
553,2024-03-13,0,-2,0,0,none
554,2024-03-23,1,1,0,0,none
555,2024-04-09,0,-2,0,0,none
556,2024-04-01,0,-1,0,0,none
557,2024-04-09,0,-1,0,0,none
558,2024-04-06,0,0,0,0,none
559,2024-03-29,1,1,0,0,none
560,2024-04-11,0,-1,0,0,none
561,2024-04-03,1,2,0,0,weather
562,2024-04-05,1,1,1,0,none
563,2024-03-27,1,1,0,0,none
564,2024-04-01,0,0,0,0,none
565,2024-04-02,0,0,0,0,none
566,2024-03-27,1,1,0,0,none
567,2024-04-06,0,-1,0,0,none
568,2024-04-08,1,2,0,0,none
569,2024-04-09,0,0,0,0,none
570,2024-04-01,0,-2,0,0,none
571,2024-04-03,1,2,0,0,none
572,2024-04-06,1,2,0,0,none
573,2024-04-07,0,0,0,0,none
574,2024-04-02,0,0,0,0,none
575,2024-03-24,1,2,0,0,none
576,2024-04-16,1,2,0,0,weather
577,2024-03-20,1,1,0,0,weather
578,2024-04-01,1,2,0,0,none
579,2024-04-03,1,1,0,0,none
580,2024-03-21,1,1,0,0,weather
581,2024-04-20,1,3,0,0,none
582,2024-04-14,0,0,0,0,none
583,2024-03-24,1,2,0,0,weather
584,2024-03-24,1,2,0,0,none
585,2024-03-27,1,1,0,0,none
586,2024-04-05,0,-1,0,0,none
587,2024-04-20,1,3,0,0,none
588,2024-04-12,1,2,0,0,none
589,2024-03-24,1,4,0,0,none
590,2024-03-23,0,0,0,0,none
591,2024-04-06,1,3,0,0,none
592,2024-03-31,0,-1,0,0,none
593,2024-03-29,0,0,0,0,none
594,2024-04-02,1,1,1,0,none
595,2024-04-11,0,0,0,0,none
596,2024-04-19,1,2,0,0,none
597,2024-04-14,0,-2,0,0,none
598,2024-04-09,1,1,0,0,none
599,2024-04-09,0,-1,0,0,none
600,2024-04-05,0,-2,0,0,none
601,2024-04-11,0,-1,0,0,none
602,2024-04-11,0,0,0,0,none
603,2024-04-13,1,1,0,0,none
604,2024-04-05,0,0,0,0,none
605,2024-04-17,0,0,0,0,none
606,2024-04-05,0,-1,0,0,none
607,2024-04-17,1,3,0,0,none
608,2024-04-14,1,2,0,0,weather
609,2024-03-27,1,2,0,0,none
610,2024-04-17,0,-1,0,0,none
611,2024-04-23,1,3,0,0,none
612,2024-04-20,1,1,0,0,weather
613,2024-04-07,1,2,0,0,none
614,2024-04-18,1,1,0,0,weather
615,2024-03-25,0,-1,0,0,none
616,2024-03-29,0,0,0,0,none
617,2024-03-31,1,3,0,0,weather
618,2024-03-30,0,0,0,0,none
619,2024-04-20,1,1,0,0,none
620,2024-03-24,0,0,0,0,none
621,2024-03-30,0,0,0,0,none
622,2024-03-24,0,0,0,0,none
623,2024-04-09,1,2,0,0,none
624,2024-04-02,0,0,0,0,none
625,2024-04-20,1,1,0,0,none
626,2024-04-21,1,4,0,0,none
627,2024-03-28,0,-1,0,0,none
628,2024-03-31,0,-1,0,0,none
629,2024-04-15,1,2,0,0,none
630,2024-04-10,0,0,0,0,none
631,2024-03-23,0,0,0,0,none
632,2024-04-13,1,2,0,0,none
633,2024-04-04,0,0,0,0,none
634,2024-04-05,1,1,0,0,none
635,2024-04-15,1,2,0,0,none
636,2024-03-26,0,-2,0,0,none
637,2024-04-03,0,0,0,0,none
638,2024-04-26,0,-1,0,0,none
639,2024-04-04,0,0,0,0,none
640,2024-04-14,1,1,0,0,weather
641,2024-04-12,0,-1,0,0,none
642,2024-04-20,0,0,0,0,none
643,2024-04-16,1,1,1,0,none
644,2024-03-30,0,-3,0,0,none
645,2024-04-08,1,1,0,0,none
646,2024-04-04,1,1,0,0,none
647,2024-04-05,1,2,0,0,none
648,2024-04-09,1,2,0,0,none
649,2024-04-11,1,2,0,0,weather
650,2024-04-06,0,-1,0,0,none
651,2024-03-31,1,1,0,0,weather
652,2024-04-12,1,1,0,0,none
653,2024-04-26,0,0,0,0,none
654,2024-04-07,0,0,0,0,none
655,2024-04-23,1,3,0,0,none
656,2024-04-03,1,3,0,0,none
657,2024-04-17,0,-3,0,0,none
658,2024-04-13,1,1,0,0,none
659,2024-04-16,0,-1,0,0,none
660,2024-04-06,0,0,0,0,none
661,2024-03-28,0,0,0,0,none
662,2024-04-18,0,-2,0,0,none
663,2024-04-02,0,-1,0,0,none
664,2024-04-04,0,0,0,0,none
665,2024-04-16,0,0,0,0,none
666,2024-04-28,0,0,0,0,none
667,2024-04-14,1,2,0,0,none
668,2024-04-11,1,1,0,0,weather
669,2024-04-12,1,1,1,0,none
670,2024-04-05,0,0,0,0,none
671,2024-04-18,1,1,0,0,none
672,2024-04-22,1,4,0,0,weather
673,2024-04-07,0,0,0,0,none
674,2024-04-22,0,-3,0,0,none
675,2024-04-04,0,0,0,0,none
676,2024-04-07,0,0,0,0,none
677,2024-04-21,0,-1,0,0,none
678,2024-04-29,0,0,0,0,none
679,2024-04-11,0,-1,0,0,none
680,2024-04-24,1,3,0,0,weather
681,2024-03-31,1,1,0,0,none
682,2024-05-03,1,2,0,0,none
683,2024-04-06,0,0,0,0,none
684,2024-04-10,0,0,0,0,none
685,2024-04-15,0,-2,0,0,none
686,2024-04-09,0,0,0,0,none
687,2024-04-26,1,3,0,0,weather
688,2024-04-10,0,-1,0,0,none
689,2024-04-20,1,1,0,0,none
690,2024-04-01,0,0,0,0,none
691,2024-04-07,0,-1,0,0,none
692,2024-04-13,0,-2,0,0,none
693,2024-04-27,0,0,0,0,none
694,2024-04-18,0,-1,0,0,none
695,2024-04-12,0,-1,0,0,none
696,2024-04-16,0,-1,0,0,none
697,2024-04-19,1,1,0,0,none
698,2024-04-06,1,1,1,0,weather
699,2024-04-14,1,1,0,0,none
700,2024-04-18,1,2,0,0,none
701,2024-04-20,1,2,0,0,none
702,2024-04-21,0,0,0,0,none
703,2024-04-12,1,3,0,0,none
704,2024-04-17,1,2,0,0,none
705,2024-04-08,1,2,0,0,none
706,2024-04-09,1,1,0,0,none
707,2024-04-16,1,1,0,0,none
708,2024-04-08,1,2,0,0,none
709,2024-04-21,0,-1,0,0,none
710,2024-04-19,1,1,0,0,none
711,2024-04-09,0,-1,0,0,none
712,2024-04-10,0,0,0,0,none
713,2024-04-06,1,2,0,0,none
714,2024-04-30,1,1,0,0,none
715,2024-04-09,0,0,0,0,none
716,2024-04-04,1,2,0,0,weather
717,2024-04-19,1,1,0,0,none
718,2024-04-26,0,0,0,0,none
